ordem,html,tipo,titulo,caminho,url_origem,descricao,imagens_base,marcadores,rotulos,uso_no_produto,rota_sugerida
1400,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/07_uterus-7/index.html,página de lâmina,Uterus: secretory phase (Days 14-26),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 7,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-7/,"The secretory phases shown here are later in the cycle than the previous two images. The endometrium has reached its greatest thickness (left) and has abundant sacculated glands. The image on the right was taken later during the menstrual cycle (probably around day 25) than the image on the left. 10x, 10x",1,6,Basal zone | Functional zone | Glands | Myometrium | Next image | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-7
1401,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/08_uterus-8/index.html,página de lâmina,Uterus: secretory phase (Days 14-26),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 8,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-8/,"Late in the secretory phase, the functional zone is thick with widely sacculated, saw-toothed glands. These glands are quite distended, displaying secretory product in their lumens. Coils of a spiral artery can readily be seen zigzagging through the endometrium at the junction of the basal and functional zones. 200x",1,2,Glands | Spiral artery,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-8
1402,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/09_uterus-9/index.html,página de lâmina,Uterus: secretory phase (Days 14-26),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 9,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-9/,"These images were show the junction of the basal and functional zones. The uterine endometrium at the time of implantation is distinguished by a thick endometrium; glands that are wide, sacculated and actively secreting; and coiled spiral arteries. 200x, 200x",1,2,Glands | Spiral arteries,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-9
1403,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/10_uterus-10/index.html,página de lâmina,Uterus: secretory phase (Days 14-26),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 10,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-10/,"The image on the left was taken late during the secretory portion of the cycle, probably around day 25, just before ischemia begins. The image on the right is from an area similar to that enclosed by the rectangle. 400x 10x",1,2,(pre)Decidual cells | Graphic: Secretory phase,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-10
1404,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/11_uterus-11/index.html,página de lâmina,Uterus: pre-menstrual phase (Days 26-28),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 11,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-11/,"The corpus luteum decreases hormone production, causing the endometrium to shrink, becoming less edematous. Alternate contraction and relaxation of spiral arteries results in ischemia and degeneration of endometrial tissue supplied by these vessels. This phase is also called the ischemic portion of the secretory phase. 10x",1,6,Functional zone | Basal zone | Myometrium | Glands | Degeneration | Next image,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-11
1405,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/12_uterus-12/index.html,página de lâmina,Uterus: pre-menstrual phase (Days 26-28),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 12,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-12/,The functional zone continues to decline. The sacculated glands show precipitated secretory product; areas of degeneration are obvious; extravasated blood is present in the stroma; and predecidual cells can be seen beneath the surface epithelium. The pre-menstrual phase is also known as the ischemic portion of the secretory phase. 40x,1,5,Glands | Degeneration | Extravasated blood | Predecidual cells | Graphic: pre-menstrual,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-12
1406,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/13_uterus-13/index.html,página de lâmina,Uterus: menstrual phase (Days 1-5),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 13,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-13/,"When the ischemic tissue in the functional zone loses its integrity, it is sloughed as menstruation. This image, taken from early in the menstrual phase, shows an intact surface epithelium on the right half of the image, while tissue has already begun to slough in other areas (left half). 100x",1,3,Surface epithelium | Sloughed tissue | Glands,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-13
1407,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/14_uterus-14/index.html,página de lâmina,Uterus: menstrual phase (Days 1-5),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 14,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-14/,"Sloughing of the functional zone has already begun, as evidenced by the lack of surface epithelium, presence of glands at the luminal surface, and missing portions of the functional zone. The thickness of the remaining functional zone indicates that this tissue was taken during the early days of the menstrual phase. 100x",1,6,Uterine lumen | Functional zone | Basal zone | Myometrium | Glands | Sloughed functional zone,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-14
1408,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/15_uterus-15/index.html,página de lâmina,Uterus: menstrual phase (Days 1-5),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 15,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-15/,"Two images of the menstrual phase are shown. The image on the left (at higher magnification) was taken earlier during the menstrual phase, while the one on the right is from the end of menses. 100x, 10x",1,6,Uterine lumen | Functional zone | Basal zone | Glands | Extravasated blood | Myometrium,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-15
1409,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/16_uterus-16/index.html,página de lâmina,Uterus: menstrual phase (Days 1-5),Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 16,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-16/,"The ischemia produced by the contraction of spiral arteries leads to degeneration and sloughing of the functional zone, leaving only the basal zone remaining at the end of menstruation. The menstrual flow contains blood, tissue fragments, and uterine fluids. 100x",1,5,Sloughed tissue + blood | Functional zone | Basal zone | Myometrium | Graphic: menstrual phase,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-16
1410,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/17_uterus-17/index.html,página de lâmina,Uterus: phases of the menstrual cycle,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 17,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-17/,The four phases of the menstrual cycle are shown here at the same magnification to demonstrate both glandular changes and variation in thickness of the endometrium during the menstrual cycle. 10x,1,5,Proliferative phase | Secretory phase | Pre-menstrual phase | Menstrual phase | Lumen,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-17
1411,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/18_uterus-18/index.html,página de lâmina,Uterus: cervix,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 18,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-18/,"The cervix, the most inferior portion of the uterus, begins above and extends into the vagina. Its endocervical canal interconnects the uterine lumen with that of the vagina. The vaginal portion (ectocervix, portio vaginalis) is the region that protrudes into the vagina. The cervix does not menstruate, but reaches peak activity at mid-cycle for maximal sperm transport. 10x",1,11,Cervix | Internal os | External os | Endocervical canal | Plicae palmatae | Ectocervix | Vagina | Anterior fornix | Posterior fornix | Blood vessels | Image credit,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-18
1412,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/19_uterus-19/index.html,página de lâmina,Uterus: cervix,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 19,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-19/,"The drawing on the left shows a sagittal section of the uterus (U) and vagina (V), showing the area from which the section of the cervix, on the right, was taken. The next image shows this section of the cervix, rotated 90 degrees to the right angle, in more detail. 10x",1,1,Marcador 1,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-19
1413,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/20_uterus-20/index.html,página de lâmina,Uterus: cervix,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 20,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-20/,This longitudinal section of cervix demonstrates the external os that marks the transition from the epithelium lining the endocervical canal to the epithelium covering the ectocervix. The wall of the cervix is composed primarily of dense connective tissue with minimal smooth muscle. The cervix does not participate in menstruation. 40x,1,7,Lumen | Simple columnar epithelium | Plicae palmatae | External os | Ectocervix | Stratified squamous moist epithelium | Next image,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-20
1414,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/21_uterus-21/index.html,página de lâmina,Uterus: cervix,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 21,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-21/,"The right portion of this slide is taken from the endocervical canal. On the left is a region of the ectocervix protruding into the vaginal lumen. 100x, 100x",1,6,Endocervical canal | Simple columnar epithelium | Plicae palmatae | Mucous secretions | Vaginal lumen | Stratified squamous moist epithelium,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-21
1415,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/22_uterus-22/index.html,página de lâmina,Uterus: cervix,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 22,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-22/,"The external os is the junction of the epithelium lining the endocervical canal with that lining the ectocervix. (See box in inset for orientation.) The position of the external os migrates with the reproductive status of the female. 40x, 100x",1,5,External os | Plicae palmatae | Mucous secretions | Simple columnar epithelium | Stratified squamous moist epithelium,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-22
1416,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/23_uterus-23/index.html,página de lâmina,Uterus: cervix,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus > Uterus 23,https://digitalhistology.org/organs-systems/reproductive/female/uterus/uterus-23/,"The plicae palmatae are palm-frond shaped folds that penetrate cervical connective tissue from the epithelium lining the endocervical canal. These folds secrete abundant mucus at the time of ovulation, under the influence of estrogen secreted by ovarian follicles. 200x",1,5,Endocervical canal | Simple columnar epithelium | Plica palmatae | Mucus | Graphic: cervix,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus/uterus-23
1417,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/04_uterus/index.html,nó de navegação curricular,Uterus,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Uterus,https://digitalhistology.org/organs-systems/reproductive/female/uterus/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-reprodutor/feminino/uterus
1418,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/01_placenta-1/index.html,página de lâmina,Placenta: 1st trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 1,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-1/,"The placenta is a union of maternal and fetal tissues. The decidua, the maternal portion, is derived from decidual cells of the uterine endometrium. The fetal portion, the chorion, is an extraembryonic tissue. The placenta has two major functions: maintenance of pregnancy through the production of hormones; and exchange of nutrients and oxygen from the mother with wastes and carbon dioxide from the embryo/fetus, respectively. 4x",1,10,Embryo | Chorion | Chorionic plate | Chorionic villi | Intervillous space | Trophoblastic shell | Decidua | Fibrinoid | Maternal blood vessels | Next images,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-1
1419,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/02_placenta-2/index.html,página de lâmina,Placenta: 1st trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 2,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-2/,"The embryonic side of the placenta is seen in greater detail in the left image, while the maternal side is shown in the right image. 100x, 100x",1,11,Chorionic plate | Chorionic villi | Stem villus | Floating villi | Anchoring villi | Embryonic blood vessels | Intervillous space | Trophoblastic shell | Fibrinoid | Decidua | Next image,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-2
1420,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/03_placenta-3/index.html,página de lâmina,Placenta: 1st trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 3,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-3/,"The embryonic surface shows the chorionic plate, chorionic villi, and intervillous space filled with maternal blood. The chorionic plate (embryonic surface) is differentiated from the decidua (maternal surface) by the presence of blood vessels passing between the chorionic plate and the villi and by the lack of the thick trophoblastic shell, fibrinoid, and decidua. 400x",1,7,Chorionic plate | Embryonic connective tissue | Trophoblast | Embryonic blood vessels | Stem villus | Floating villi | Intervillous space,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-3
1421,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/04_placenta-4/index.html,página de lâmina,Placenta: 1st trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 4,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-4/,"All chorionic villi extend into the intervillous space filled with maternal blood. Each villus, with a central core of embryonic connective tissue and embryonic blood vessels, is covered by an inner layer of cytotrophoblastic cells and an outer layer of syncytiotrophoblast. 400x",1,7,Intervillous space | Maternal blood | Floating villi | Embryonic connective tissue | Embryonic blood vessels | Cytotrophoblast | Syncytiotrophoblast,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-4
1422,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/05_placenta-5/index.html,página de lâmina,Placenta: 1st trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 5,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-5/,The composition of villi is demonstrated in an enlargement of floating chorionic villi located in the intervillous space. 400x,1,5,Chorionic villi | Embryonic connective tissue | Cytotrophoblast | Syncytiotrophoblast | Microvilli,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-5
1423,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/06_placenta-6/index.html,página de lâmina,Placenta: 3rd trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 6,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-6/,Villi appear similar to those in the early placenta except that fetal connective tissue is more condensed; cytotrophoblast cells form a discontinuous layer beneath the syncytiotrophoblast; fibrinoid is seen in villi; and syncytiotrophoblastic nuclei tend to clump. Fetal capillaries are more numerous and are frequently located immediately beneath the syncytial layer. 400x,1,8,Intervillous space | Floating villi | Fetal connective tissue | Fetal blood vessels | Cytotrophoblast | Syncytiotrophoblast | Clumped nuclei | Fibrinoid,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-6
1424,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/07_placenta-7/index.html,página de lâmina,Placenta: 3rd trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 7,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-7/,Features of the late placental villi are: a thinned syncytiotrophoblastic layer with areas of clumped nuclei; numerous fetal capillaries adjacent to the syncytial layer; a discontinuous layer of cytotrophoblastic cells; fibrinoid; and condensed fetal connective tissue in the villi. 400X,1,8,Intervillous space | Floating villi | Fetal connective tissue | Fetal blood vessels | Cytotrophoblast | Syncytiotrophoblast | Clumped nuclei | Fibrinoid,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-7
1425,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/08_placenta-8/index.html,página de lâmina,Placenta: 3rd trimester,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 8,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-8/,"Fetal and maternal blood in the placenta are separated by a barrier formed of fetal tissue. The barrier, separating fetal capillaries from the intervillous space, thins throughout pregnancy as the cytotrophoblastic cells decrease in number and as the syncytiotrophoblastic layer thins, allowing the numerous fetal capillaries to lie adjacent to the syncytial layer. 1000x",1,8,Intervillous space | Floating villi | Fetal connective tissue | Cytotrophoblast | Syncytiotrophoblast | Microvilli | Fetal blood vessels | Placental barrier,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-8
1426,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/09_placenta-9/index.html,página de lâmina,Umbilical cord,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta > Placenta 9,https://digitalhistology.org/organs-systems/reproductive/female/placenta/placenta-9/,"Fetal blood in carried from the fetus to the placenta via two umbilical arteries in the umbilical cord. This blood is primarily deoxygenated blood that is high in wastes. A single umbilical vein returns oxygenated blood, high in nutrients, from the placenta to the fetus. The vessels are surrounded by mucous connective tissue, a multipotential fetal connective tissue. 10x",1,3,Umbilical arteries | Umbilical vein | Mucous connective tissue,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta/placenta-9
1427,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/05_placenta/index.html,nó de navegação curricular,Placenta,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Placenta,https://digitalhistology.org/organs-systems/reproductive/female/placenta/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-reprodutor/feminino/placenta
1428,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/06_vagina/01_vagina-1/index.html,página de lâmina,Vagina,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Vagina > Vagina 1,https://digitalhistology.org/organs-systems/reproductive/female/vagina/vagina-1/,"The vagina is a fibromuscular tube extending from the uterine cervix to the outside of the body. The vagina is composed of a mucosa, muscularis externa and adventitia. The vagina serves as the depository for sperm and serves as part of the birth canal at parturition. 10x",1,6,Stratified squamous moist epithelium | Lamina propria | Muscularis externa | Adventitia | Graphic: vagina | Next image,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/vagina/vagina-1
1429,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/06_vagina/02_vagina-2/index.html,página de lâmina,Vagina,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Vagina > Vagina 2,https://digitalhistology.org/organs-systems/reproductive/female/vagina/vagina-2/,The mucosa of the vagina is composed of a stratified squamous moist epithelium that accumulates glycogen (under the influence of high estrogen at the time of ovulation) and a well vascularized lamina propria. The thin-walled veins in the connective tissue simulate erectile tissue during arousal. No glands are present in the vagina. 100x,1,3,Stratified squamous moist epithelium | Lamina propria | Veins,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/vagina/vagina-2
1430,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/06_vagina/03_vagina-3/index.html,página de lâmina,Vagina,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Vagina > Vagina 3,https://digitalhistology.org/organs-systems/reproductive/female/vagina/vagina-3/,The vaginal epithelium is a stratified squamous moist epithelium that increases in thickness and in the production of glycogen as estrogen rises preceding ovulation. The clear areas within the epithelium indicate the location of the glycogen. 400x,1,2,Epithelium | Glycogen,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/vagina/vagina-3
1431,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/06_vagina/index.html,nó de navegação curricular,Vagina,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Vagina,https://digitalhistology.org/organs-systems/reproductive/female/vagina/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-reprodutor/feminino/vagina
1432,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/01_breast-1/index.html,página de lâmina,Breast: inactive,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 1,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-1/,"The breast is composed of multiple, tubuloacinar mammary glands, whose activity and structure are regulated mostly by estrogen and progesterone. Three functional stages of the breast are identified: inactive (when only ducts are present), pregnancy, and lactation (when secretory acini develop). 40x",1,4,Mammary gland | Interlobular connective tissue | Ducts | Adipose tissue,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-1
1433,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/02_breast-2/index.html,página de lâmina,Breast: inactive,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 2,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-2/,"A lobule of the inactive breast consists almost entirely of branching ducts surrounded by connective tissue proper and adipose tissue. Intralobular connective tissue is loose, corresponding to the papillary layer of the dermis; interlobular connective tissue corresponds to the dense irregular connective tissue of the reticular layer of the dermis. 100x",1,5,Lobule | Ducts | Intralobular connective tissue | Interlobular connective tissue | Adipose tissue,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-2
1434,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/03_breast-3/index.html,página de lâmina,Breast: pregnancy,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 3,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-3/,"During pregnancy, the glandular tissue increases in size both by growth and branching of the ducts (estrogen stimulation), as well as by the formation of acini from the ducts (progesterone stimulation). With the branching of the ducts and the appearance of acini, the functional mammary gland now justifies its classification as a compound, tubuloacinar gland. 40x",1,4,Lobule | Intralobular ducts | Interlobular connective tissue | Interlobular duct,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-3
1435,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/04_breast-4/index.html,página de lâmina,Breast: pregnancy,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 4,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-4/,This higher magnification of a lobule demonstrates its acini and the well-developed intralobular and interlobular ducts. Secretory product begins to accumulate in the lumens during late pregnancy. The intralobular connective tissue contains numerous mast cells and plasma cells. Plasma cells secrete antibodies into the milk. 100x,1,5,Acini | Intralobular connective tissue | Intralobular ducts | Interlobular connective tissue | Interlobular duct,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-4
1436,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/05_breast-5/index.html,página de lâmina,Breast: pregnancy,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 5,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-5/,"This high magnification image of the connective tissue of the breast during pregnancy shows the accumulation of plasma cells, which secrete antibodies of the IgA class into the milk. These antibodies provide passive immunity to the newborn child. Other cells typical to connective tissue are also visible. 1000x",1,7,Plasma cells | Lymphocytes | Active fibroblasts | Inactive fibroblasts | Mast cells | Adipose cells | Collagen fibers,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-5
